BotNumber;Speed;TurnRate;SurviveTime;PunchsDone;DeadByTimer;BasicPunchLvl;SpawnLocationX;SpawnLocationY;Mass;WinsAchieved
805;1140;3;5;7;0;3;2067;1337;2400;2
743;1506;9;9;2;1;2;2485;747;2400;1
806;135;7;3;0;0;3;543;666;2400;1
890;2728;9;11;0;0;2;817;2054;2400;2
672;857;2;9;0;1;4;1279;2117;2400;1
807;2312;8;4;5;0;1;1111;919;2400;1
868;1423;9;20;7;0;1;2206;878;2400;4
706;222;2;15;0;0;1;1342;1778;2400;3
742;2354;7;0;0;0;3;890;978;2400;1
695;9;9;11;5;0;4;2002;1412;2400;2
823;1259;7;16;14;0;2;1925;1384;2400;3
860;2166;3;3;3;0;3;1811;1413;2400;1
854;574;5;2;0;0;3;2478;1194;2400;1
651;825;2;9;7;1;4;2439;1600;2400;1
262;644;8;9;1;1;3;1489;2235;2400;2
258;2969;1;9;0;1;3;2284;1765;2400;3
255;2458;5;9;0;1;3;895;2023;2400;1
978;1288;2;0;0;0;2;476;676;2400;1
240;331;6;7;3;0;2;2066;719;2400;1
237;452;9;6;0;0;4;2179;1838;2400;1
235;2483;2;9;0;1;3;1074;576;2400;1
981;612;1;0;0;0;1;1994;762;2400;1
264;1279;7;9;10;1;3;445;1263;2400;1
214;2420;3;12;2;0;1;1819;2299;2400;2
208;2814;1;1;0;0;3;1621;1242;2400;1
206;950;2;19;11;0;4;2467;753;2400;4
201;578;2;19;4;0;2;1678;2458;2400;3
200;1353;6;0;0;0;1;1164;619;2400;1
198;561;2;12;2;0;3;2316;1492;2400;12
196;1723;1;4;1;0;4;2046;1966;2400;3
195;711;1;2;0;0;3;517;1036;2400;1
192;1513;6;9;4;1;1;2074;1936;2400;1
985;453;4;0;0;0;2;1436;1858;2400;1
986;1634;8;0;0;0;4;1970;1928;2400;2
275;1525;2;6;3;0;2;1997;1605;2400;3
277;2398;1;13;0;0;4;1907;2047;2400;4
359;2117;7;9;0;1;3;372;490;2400;3
357;1548;9;9;0;1;2;1453;1280;2400;1
356;720;7;9;0;1;2;1028;987;2400;1
354;1804;2;9;6;1;4;494;2134;2400;1
353;2627;3;2;1;0;4;1163;2118;2400;1
352;505;7;0;0;0;4;2293;372;2400;1
345;2174;6;0;0;0;3;1452;1683;2400;1
657;2043;2;23;5;0;2;1908;912;2400;4
276;2426;6;19;8;0;2;1518;2152;2400;4
958;1270;3;8;0;0;3;551;1783;2400;1
960;108;6;11;1;0;4;1891;2171;2400;2
327;1096;3;5;0;0;2;423;2458;2400;1
323;1879;2;3;0;0;1;727;999;2400;2
316;2813;1;0;0;0;3;2204;1046;2400;1
305;1736;3;2;0;0;4;777;1902;2400;1
302;1350;9;4;2;0;1;2102;2318;2400;1
284;1369;2;0;0;0;4;736;1887;2400;1
279;655;9;6;4;0;3;1761;1648;2400;1
333;342;8;4;1;0;2;2401;510;2400;2
190;1931;9;2;1;0;4;2138;636;2400;1
987;1386;2;0;0;0;3;1166;1489;2400;1
186;426;4;21;10;0;1;2021;784;2400;5
76;883;7;9;0;1;2;1591;1217;2400;1
73;2047;1;17;14;0;4;1328;1117;2400;2
1016;974;8;0;0;0;3;1799;2036;2400;1
63;1050;5;9;0;1;1;500;530;2400;2
62;1431;2;9;0;1;4;804;1365;2400;3
61;384;3;9;0;1;3;1914;910;2400;1
1018;1358;5;0;0;0;3;1007;1505;2400;1
52;2125;1;9;0;1;3;1716;444;2400;1
78;2650;3;1;0;0;4;463;2129;2400;2
48;1418;7;9;1;1;2;2142;2102;2400;1
40;2360;1;9;0;1;4;1792;830;2400;1
39;2676;1;1;0;0;4;2018;1397;2400;1
37;1077;4;6;2;0;4;777;2154;2400;1
1023;2072;7;0;0;0;4;428;1592;2400;1
21;1806;3;4;3;0;4;1754;1480;2400;1
1026;1193;7;0;0;0;2;866;1695;2400;1
17;49;1;27;3;0;1;1252;753;2400;6
14;2180;2;7;1;0;3;1017;1078;2400;1
45;741;4;9;0;1;4;1010;2467;2400;1
79;463;3;6;4;0;1;1540;2462;2400;2
87;1275;8;2;7;0;2;1606;2160;2400;5
94;1649;3;9;0;1;2;560;1591;2400;1
180;1488;6;5;2;0;2;2424;819;2400;2
179;1665;8;0;0;0;3;1798;1605;2400;1
990;1191;7;9;1;1;1;409;841;2400;1
175;1429;7;1;0;0;3;700;464;2400;1
167;2702;1;9;2;0;3;1351;2394;2400;1
165;2451;8;9;1;1;1;365;2136;2400;7
159;304;1;5;1;0;2;1022;1097;2400;1
154;1296;5;6;0;0;1;552;1331;2400;1
152;2073;4;19;9;0;1;1715;2213;2400;4
1000;2238;1;0;0;0;4;648;1236;2400;1
138;2929;1;9;0;1;4;386;1317;2400;1
133;2224;5;0;0;0;4;1478;972;2400;1
127;1052;7;0;0;0;3;1040;1257;2400;4
122;1680;6;9;0;1;4;2202;2065;2400;1
113;2274;2;9;0;1;4;1179;638;2400;1
110;1035;9;5;2;0;1;793;2283;2400;1
108;1589;9;9;2;0;4;2367;1494;2400;2
105;2152;9;1;0;0;1;1207;860;2400;1
101;104;5;13;4;0;1;695;1881;2400;9
361;1620;3;9;0;1;4;845;1992;2400;1
364;869;6;20;7;0;4;1312;998;2400;4
957;1024;2;6;3;0;3;1232;995;2400;2
955;1995;3;5;3;0;1;1620;1428;2400;2
565;15;1;14;0;0;2;2042;1612;2400;3
563;2799;3;0;0;0;4;1206;533;2400;3
562;281;5;6;2;0;1;1041;1534;2400;2
560;1777;1;9;0;1;3;1712;2295;2400;1
556;1981;2;7;0;0;1;570;1844;2400;1
551;364;9;4;1;0;1;2357;1780;2400;1
550;2213;9;3;1;0;4;1051;2432;2400;1
575;350;1;6;0;0;4;543;2021;2400;1
547;96;9;17;3;0;3;1073;1015;2400;6
372;1503;3;2;0;0;4;1394;1263;2400;1
539;2564;8;0;0;0;2;2042;1875;2400;6
535;302;2;2;0;0;1;1569;2281;2400;1
926;973;1;1;0;0;1;406;1102;2400;1
524;1472;9;9;0;1;1;2226;669;2400;1
522;1322;8;3;0;0;1;391;1719;2400;1
516;661;7;15;3;0;2;2317;1470;2400;2
546;1170;8;11;4;0;3;2229;2372;2400;2
1028;2395;3;0;0;0;4;1424;1474;2400;1
576;636;6;21;6;0;4;2349;536;2400;3
589;598;9;9;7;1;2;1070;2227;2400;1
896;341;6;2;1;0;1;1620;1736;2400;1
647;2921;7;4;4;0;3;424;397;2400;1
646;2953;3;3;4;0;4;2291;906;2400;2
641;1922;5;2;0;0;3;1321;2455;2400;1
638;1716;2;9;6;1;3;633;2424;2400;1
901;2917;2;0;0;0;3;1747;1202;2400;4
634;876;1;11;8;0;2;2024;1560;2400;3
586;1846;3;8;1;0;3;2170;1734;2400;2
903;290;2;19;2;0;2;1805;1751;2400;4
619;29;8;26;3;0;3;506;1863;2400;7
909;328;4;18;8;0;2;1212;1260;2400;5
607;2957;5;0;0;0;3;1242;2197;2400;2
603;1732;4;17;7;0;1;2425;2243;2400;5
911;1973;4;0;0;0;1;2189;906;2400;1
599;1949;1;9;2;1;3;786;1575;2400;1
592;569;3;9;0;1;4;937;1113;2400;1
905;2112;6;4;4;0;4;1644;1372;2400;3
932;2422;2;3;3;0;3;938;1276;2400;1
540;2667;6;9;4;1;1;1695;1011;2400;1
501;2591;5;9;0;1;1;530;1001;2400;1
946;779;2;11;7;0;2;508;1250;2400;2
399;1612;1;9;0;1;3;2109;2374;2400;2
440;339;4;9;2;1;1;1615;1186;2400;1
439;183;8;9;2;1;4;477;1754;2400;1
403;2383;1;2;2;0;3;1002;491;2400;1
436;1114;8;12;0;0;1;1430;2420;2400;2
441;2178;6;9;6;1;1;1705;882;2400;1
433;2908;9;2;1;0;1;720;1062;2400;1
404;2660;3;0;0;0;2;1423;1859;2400;1
412;2874;1;3;0;0;2;1248;1707;2400;4
504;2605;5;0;0;0;2;2198;1880;2400;3
416;723;5;9;1;1;1;447;957;2400;1
418;205;8;0;0;0;3;1891;1050;2400;2
422;1343;3;3;1;0;3;2487;2493;2400;1
431;929;5;6;2;0;3;2403;576;2400;2
454;1134;9;4;2;0;3;571;2238;2400;1
398;2789;1;0;0;0;2;875;950;2400;1
954;944;9;13;2;0;3;2042;337;2400;2
934;118;5;11;4;0;3;1689;1556;2400;3
935;422;3;3;3;0;2;1150;837;2400;2
385;884;9;32;12;0;2;671;2205;2400;9
483;1865;6;9;5;0;4;808;481;2400;1
395;1266;1;0;0;0;1;832;2242;2400;1
479;1905;1;5;0;0;3;2065;1833;2400;2
393;265;8;12;0;0;1;1678;625;2400;6
425;137;4;15;4;0;3;2386;1667;2400;3
940;444;2;9;3;1;4;2135;2208;2400;1
465;2804;9;0;0;0;1;1114;465;2400;1
459;2598;3;0;0;0;2;1893;2016;2400;1
457;577;2;0;0;0;1;1226;769;2400;2
472;596;4;14;2;0;1;511;485;2400;2
893;2886;8;12;5;0;2;812;493;3000;2
1020;2370;6;0;0;0;2;1058;1388;3000;1
856;2245;9;2;0;0;2;1234;930;3000;4
897;436;7;9;0;1;3;1135;1912;3000;1
899;1834;9;9;0;1;4;2483;940;3000;1
907;82;3;6;0;0;1;728;1974;3000;2
908;145;5;4;0;0;2;1737;673;3000;1
1015;2263;3;0;0;0;2;1559;1060;3000;1
1022;2792;2;0;0;0;1;1734;918;3000;1
1005;1159;8;0;0;0;4;2000;1185;3000;1
945;845;6;10;0;0;3;1658;643;3000;3
982;348;4;0;0;0;3;2226;1696;3000;1
867;1627;9;1;0;0;4;2435;2424;3000;1
927;1990;4;4;1;0;2;830;1507;3000;2
925;1880;5;11;3;0;4;2363;770;3000;3
988;2041;9;0;0;0;2;1286;2259;3000;1
866;1426;3;4;1;0;3;2404;2304;3000;1
884;418;3;7;1;0;3;2112;754;3000;1
996;420;8;0;0;0;3;1589;1145;3000;1
998;2643;6;0;0;0;4;2010;1283;3000;1
922;61;6;14;5;0;4;2431;786;3000;3
864;1553;2;13;1;0;3;1528;1578;3000;2
999;2379;5;0;0;0;4;1374;2330;3000;1
1001;146;9;0;0;0;2;677;1167;3000;1
862;525;5;33;8;0;2;2217;1597;3000;5
885;380;1;8;1;0;4;1053;2256;3000;3
971;1015;4;0;0;0;1;2101;858;3000;1
918;640;7;4;1;0;1;2367;1787;3000;1
887;429;5;12;1;0;2;1571;648;3000;4
970;1351;9;0;0;0;2;583;1045;3000;1
944;2985;7;12;9;0;4;569;1003;3000;2
915;1870;5;12;2;0;4;1877;2120;3000;3
963;2719;3;9;7;1;2;1389;1214;3000;2
1;1818;1;0;0;0;4;1243;1519;3000;1
515;908;7;7;4;0;2;1634;575;3000;2
850;1514;1;1;0;0;3;1550;611;3000;1
307;476;3;1;0;0;3;971;2136;3000;1
306;2071;5;14;12;0;1;444;678;3000;2
296;1483;6;7;2;0;4;1000;723;3000;2
293;337;4;15;1;0;3;1217;393;3000;2
287;1987;9;6;6;0;1;1873;2144;3000;1
286;1373;7;3;1;0;2;2129;1145;3000;1
272;795;8;9;0;1;4;686;2157;3000;8
269;1771;6;0;0;0;1;1736;1091;3000;2
256;1795;5;5;6;0;4;1651;1898;3000;1
253;2273;9;0;0;0;1;384;2135;3000;1
251;2114;9;0;0;0;1;1611;2231;3000;4
245;610;2;10;6;0;2;1557;1908;3000;3
243;1822;2;2;1;0;2;1540;2466;3000;1
239;1427;5;0;0;0;2;2263;445;3000;1
230;271;5;20;2;0;1;1969;1523;3000;4
229;190;7;25;0;0;4;1382;1325;3000;8
222;1110;2;1;0;0;3;1786;2366;3000;5
311;866;3;9;0;1;2;1062;1488;3000;1
315;120;8;4;1;0;1;2304;427;3000;2
317;1592;1;9;4;1;3;1490;982;3000;1
319;597;6;1;0;0;3;1345;754;3000;1
426;1297;6;6;8;0;4;546;481;3000;2
424;2563;8;4;1;0;3;542;581;3000;1
423;1141;4;15;3;0;2;526;1201;3000;4
421;2173;7;16;6;0;2;2338;2380;3000;3
420;1347;8;0;0;0;1;1945;1239;3000;2
414;2440;9;8;0;0;2;627;1696;3000;2
407;2567;8;9;2;0;3;647;1184;3000;1
401;526;8;9;0;1;4;2489;2330;3000;1
216;394;2;9;4;0;4;1923;1643;3000;3
391;1101;9;15;7;0;1;741;2263;3000;4
376;930;1;13;4;0;3;860;507;3000;2
369;399;2;7;1;0;1;1908;894;3000;1
343;562;5;0;0;0;4;1128;2496;3000;1
341;499;2;4;1;0;3;1612;1274;3000;1
335;2603;2;8;9;0;4;911;2310;3000;2
332;2588;1;6;5;0;2;1194;785;3000;2
329;1959;3;12;7;0;2;1690;339;3000;2
322;1906;2;1;0;0;1;1066;1330;3000;1
389;683;6;11;6;0;3;2342;1688;3000;3
211;1963;5;9;2;1;1;1323;1953;3000;1
191;1168;6;6;2;0;3;1019;1495;3000;1
189;2347;8;0;0;0;1;2142;2122;3000;1
95;964;2;9;1;1;4;689;1222;3000;1
92;60;9;9;0;1;3;1264;1519;3000;1
90;2714;8;0;0;0;3;1229;1009;3000;3
84;1672;8;4;2;0;3;1774;758;3000;1
71;92;2;10;0;0;2;2305;2497;3000;3
69;1678;3;21;8;0;2;2256;1633;3000;6
64;2387;3;9;6;1;2;2056;1630;3000;5
60;1458;6;9;0;1;1;1916;1836;3000;2
102;2611;8;4;0;0;2;914;660;3000;4
54;2105;7;9;0;1;3;1955;1711;3000;1
47;1406;7;0;0;0;1;2031;2250;3000;1
35;1660;6;9;0;1;2;1481;1977;3000;1
31;2910;5;9;0;1;1;2328;915;3000;2
29;2366;2;9;0;1;4;1505;363;3000;1
26;1229;4;9;1;1;1;1996;1345;3000;8
22;412;6;3;1;0;3;2075;841;3000;2
19;424;9;5;5;0;4;792;1037;3000;2
16;37;8;18;8;0;1;1690;1305;3000;2
51;1543;1;9;0;1;4;1259;1918;3000;2
430;58;5;7;2;0;2;582;1423;3000;2
103;1826;2;4;0;0;3;2213;438;3000;1
111;2912;3;9;0;1;1;1351;1247;3000;1
187;53;9;13;1;0;3;367;1877;3000;2
178;544;8;28;15;0;4;1779;440;3000;6
177;1457;6;21;8;0;1;880;627;3000;4
176;1439;2;0;0;0;1;2244;1351;3000;2
174;2338;6;5;0;0;1;703;1551;3000;3
173;818;8;6;7;0;4;474;1913;3000;4
169;992;1;9;0;0;1;1408;753;3000;2
168;2831;8;9;1;1;2;540;423;3000;1
107;112;3;10;1;0;3;633;1990;3000;2
166;2537;7;6;2;0;4;1381;2147;3000;2
156;362;8;7;6;0;3;2291;489;3000;6
148;1908;7;1;0;0;4;2300;728;3000;1
147;1299;5;9;8;1;2;1222;559;3000;2
140;46;4;1;0;0;2;2386;1931;3000;1
128;332;4;9;5;1;2;1532;2107;3000;1
118;1438;7;9;1;1;1;612;1458;3000;1
116;641;4;9;0;1;2;1611;1075;3000;1
114;1258;9;14;1;0;3;519;2060;3000;2
158;836;8;9;0;0;2;2320;774;3000;2
442;2272;4;3;0;0;4;955;815;3000;1
443;2302;3;1;0;0;1;480;870;3000;3
469;780;5;10;1;0;2;1748;1930;3000;10
721;2806;5;0;0;0;2;1606;651;3000;3
719;1227;2;10;1;0;3;851;2340;3000;3
715;292;7;4;1;0;2;2045;1971;3000;1
711;1184;7;0;0;0;2;1125;1838;3000;1
704;2970;6;5;2;0;4;535;1849;3000;2
697;772;4;3;0;0;2;1158;1895;3000;1
688;195;9;0;0;0;2;689;973;3000;1
687;160;5;18;0;0;4;2273;1684;3000;3
725;1544;1;9;3;1;3;615;1461;3000;1
685;1177;8;7;5;0;3;817;1724;3000;1
683;2382;3;0;0;0;1;1640;918;3000;1
682;313;7;3;3;0;3;1061;1222;3000;2
681;1993;2;9;0;1;3;384;1972;3000;1
680;2613;5;9;0;1;2;575;2273;3000;1
665;1588;9;9;1;0;4;1983;1447;3000;1
660;1677;7;7;6;0;2;2053;1252;3000;2
658;1561;6;17;9;0;2;1156;799;3000;2
650;273;1;9;0;1;4;1346;2425;3000;1
684;620;9;0;0;0;1;408;2124;3000;2
648;2853;9;4;0;0;1;850;335;3000;1
728;140;1;15;3;0;3;1226;2055;3000;4
757;2999;8;3;0;0;4;1200;1244;3000;2
847;2694;4;9;4;1;1;1289;1135;3000;1
833;828;8;13;3;0;3;1258;1764;3000;3
830;1175;4;2;0;0;2;1487;461;3000;6
829;1359;9;0;0;0;3;908;346;3000;1
824;2586;1;3;1;0;4;509;994;3000;1
819;1043;2;12;5;0;4;2224;2040;3000;3
815;287;5;19;2;0;4;1922;1121;3000;3
811;1539;2;17;4;0;4;622;1420;3000;4
741;1000;9;3;1;0;3;486;2301;3000;2
802;91;7;18;1;0;4;1267;788;3000;4
793;840;8;5;4;0;1;430;1256;3000;2
783;938;1;6;1;0;1;1461;2127;3000;1
781;1075;3;4;2;0;2;711;1431;3000;1
776;2068;3;0;0;0;4;2408;2235;3000;1
775;2176;2;3;1;0;3;1144;446;3000;1
769;461;3;7;0;0;1;1360;2285;3000;1
766;1437;1;4;0;0;1;728;1998;3000;1
759;1757;4;0;0;0;3;2114;2384;3000;1
800;1636;6;9;5;1;3;2304;850;3000;1
855;1623;7;9;1;1;1;1514;1224;3000;1
644;931;9;5;7;0;1;2016;2248;3000;2
636;988;3;14;13;0;3;2395;453;3000;5
538;353;7;4;2;0;2;1619;617;3000;1
534;1199;6;3;0;0;1;1850;2172;3000;1
533;423;9;18;10;0;3;2289;930;3000;4
532;847;8;9;0;1;2;432;2352;3000;1
527;1709;9;5;0;0;2;1253;957;3000;1
523;2076;4;9;0;1;3;2264;2319;3000;1
520;1153;6;9;1;1;1;2395;844;3000;1
511;1607;7;3;1;0;3;1908;1658;3000;1
559;1950;4;19;9;0;2;2297;1900;3000;4
509;235;3;10;7;0;1;1167;1885;3000;3
503;1924;9;4;0;0;2;773;1477;3000;1
495;961;8;3;1;0;1;1169;1791;3000;1
490;2725;1;9;0;1;2;1436;1120;3000;1
489;2967;2;0;0;0;1;817;1464;3000;5
488;2756;3;9;0;1;1;1865;796;3000;1
487;2417;4;5;1;0;3;1856;782;3000;1
485;102;8;13;8;0;3;980;1440;3000;3
471;1178;1;0;0;0;2;1378;2378;3000;1
505;301;4;7;2;0;3;1869;2390;3000;18
637;1555;7;9;0;1;2;576;1013;3000;1
561;1127;1;9;1;1;4;1014;874;3000;1
574;240;4;9;4;1;4;1015;904;3000;1
635;507;7;20;2;0;1;2341;722;3000;3
631;449;5;9;0;1;1;894;2500;3000;1
630;1964;5;9;3;1;3;613;1368;3000;1
628;2948;7;9;4;1;4;1156;2326;3000;1
625;119;6;7;0;0;1;1258;567;3000;1
618;344;7;8;5;0;4;878;382;3000;1
617;1864;9;0;0;0;4;2262;445;3000;1
611;279;2;9;0;1;4;2052;1374;3000;1
569;770;2;11;5;0;2;1837;598;3000;2
608;467;4;2;1;0;2;1396;2201;3000;1
601;62;3;0;0;0;1;1571;1355;3000;3
596;2560;2;9;6;1;3;759;2272;3000;1
593;456;6;30;5;0;2;769;344;3000;8
591;338;3;9;1;1;1;1441;1247;3000;1
590;918;5;6;6;0;1;423;1447;3000;4
585;1641;9;5;1;0;4;1593;1385;3000;2
581;2993;1;2;0;0;2;2075;1157;3000;1
577;648;4;18;5;0;3;1922;407;3000;3
606;142;2;0;0;0;1;2306;1264;3000;1
1029;469;8;0;0;0;2;1307;1862;3000;1
